user_id,name,email,phone,age,gender,location,neighborhood,postcode,income_level,family_status,total_interactions,properties_viewed,events_tracked,total_inspections,unique_properties_inspected,total_crm_interactions,agents_contacted,most_frequent_tags,unique_tags_viewed,most_liked_feature,avg_condition_rating,avg_agent_interaction_rating,avg_inspection_satisfaction,avg_likelihood_to_buy,engagement_score,inspection_score,crm_score,property_preference_score,total_lead_score
268,Nicholas Rojas,katherinesmith@example.net,318.601.9112,22,Female,"Sydney, Surry Hills, 2010",Surry Hills,2010,High,Married,8.0,5.0,3.0,1.0,1.0,0.0,0.0,Affordable,3.0,"Garage, Neighborhood",1.0,1.0,5.0,3.0,145.0,120.0,0.0,15.0,37.45819397993311
269,April Green,kellychristensen@example.org,(870)347-2204,43,Female,"Sydney, Parramatta, 2150",Parramatta,2150,Medium,Married,0.0,0.0,0.0,4.0,4.0,0.0,0.0,None,0.0,"Balcony, Living Space",3.75,3.0,2.75,4.25,0.0,270.0,0.0,0.0,36.12040133779264
270,Courtney Padilla,sarahsingh@example.com,545-964-4556x25950,23,Female,"Sydney, Parramatta, 2150",Parramatta,2150,High,Single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,,,,,0.0,,0.0,0.0,
271,Angela Garcia,robert40@example.org,5555639394,32,Male,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,Medium,Single,0.0,0.0,0.0,2.0,2.0,0.0,0.0,None,0.0,Garage,4.0,1.5,4.5,4.5,0.0,207.5,0.0,0.0,27.759197324414714
272,Betty Baxter,benjaminpoole@example.net,474.749.5033,50,Female,"Sydney, Bondi Beach, 2026",Bondi Beach,2026,Low,Single,25.0,21.0,4.0,4.0,4.0,0.0,0.0,Affordable,3.0,Kitchen,4.5,2.5,2.75,2.75,480.0,252.5,0.0,15.0,100.0
273,David Smith,rosesimmons@example.net,001-520-733-5999x40297,40,Female,"Sydney, Paddington, 2021",Paddington,2021,High,Single,0.0,0.0,0.0,2.0,2.0,1.0,1.0,None,0.0,"Kitchen, Balcony, Living Space",3.0,3.0,4.5,4.0,0.0,197.5,25.0,0.0,29.76588628762542
274,Andrew Ochoa,lauriemonroe@example.org,339-961-9356,39,Male,"Sydney, North Sydney, 2060",North Sydney,2060,Medium,Married,0.0,0.0,0.0,1.0,1.0,1.0,1.0,None,0.0,"Balcony, Neighborhood, Bathrooms",5.0,3.0,5.0,5.0,0.0,200.0,25.0,0.0,30.100334448160538
275,Danielle Robinson,ritaramirez@example.net,996.995.1099,27,Male,"Sydney, Chatswood, 2067",Chatswood,2067,High,Single,5.0,5.0,3.0,2.0,2.0,3.0,3.0,Luxury,2.0,"Bathrooms, Bedrooms, Price",4.0,2.0,3.0,3.5,115.0,187.5,75.0,10.0,51.83946488294314
276,Alan Bernard,petersenchloe@example.net,479.871.0201x0258,26,Male,"Sydney, Parramatta, 2150",Parramatta,2150,Medium,Married,0.0,0.0,0.0,4.0,4.0,1.0,1.0,None,0.0,"Bathrooms, Garage, Neighborhood",3.25,3.0,3.0,3.25,0.0,251.25,25.0,0.0,36.95652173913043
277,James English,dennis18@example.org,(617)788-7821x0506,22,Male,"Sydney, Surry Hills, 2010",Surry Hills,2010,High,Single,22.0,16.0,4.0,1.0,1.0,1.0,1.0,Investment,3.0,"Price, Bathrooms",2.0,3.0,2.0,3.0,400.0,125.0,25.0,15.0,75.58528428093646
278,Ashley Boyd,david70@example.net,001-414-522-7233x51682,37,Male,"Sydney, Surry Hills, 2010",Surry Hills,2010,Medium,Single,11.0,8.0,4.0,2.0,2.0,1.0,1.0,Luxury,3.0,"Garage, Living Space, Price",2.5,5.0,3.0,3.5,210.0,187.5,25.0,15.0,58.52842809364549
279,Cynthia Medina,srodriguez@example.net,(723)684-6239,23,Female,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,Medium,With Kids,0.0,0.0,0.0,5.0,5.0,0.0,0.0,None,0.0,"Bathrooms, Garage, Kitchen",2.2,3.2,2.4,1.8,0.0,252.0,0.0,0.0,33.7123745819398
280,Emily Bryant,gregorywelch@example.com,299-707-9740,45,Male,"Sydney, Chatswood, 2067",Chatswood,2067,High,With Kids,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Investment,1.0,None,,,,,25.0,,0.0,5.0,
281,James Green,xdonaldson@example.org,525-683-7049,42,Male,"Sydney, Surry Hills, 2010",Surry Hills,2010,High,Married,0.0,0.0,0.0,4.0,4.0,1.0,1.0,None,0.0,Bedrooms,3.0,2.0,3.25,3.0,0.0,241.25,25.0,0.0,35.618729096989966
282,Paul Edwards,qroth@example.org,(354)426-1379,24,Male,"Sydney, North Sydney, 2060",North Sydney,2060,Low,Married,11.0,8.0,4.0,2.0,2.0,1.0,1.0,Investment,3.0,Kitchen,3.0,3.0,3.5,1.5,210.0,155.0,25.0,15.0,54.18060200668896
283,Jason Miller,hunter67@example.org,001-369-262-0873x226,36,Male,"Sydney, Manly, 2095",Manly,2095,Medium,Married,11.0,6.0,4.0,4.0,4.0,0.0,0.0,Investment,3.0,"Garage, Bathrooms",2.25,2.75,3.25,2.25,190.0,226.25,0.0,15.0,57.692307692307686
284,Jeffrey Williams,oharris@example.org,(422)669-7849,42,Male,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,High,With Kids,8.0,4.0,4.0,2.0,2.0,0.0,0.0,Affordable,2.0,Garage,5.0,3.5,5.0,3.0,140.0,207.5,0.0,10.0,47.82608695652174
285,Bryan Wright,valerie88@example.org,389-892-7045,36,Female,"Sydney, Manly, 2095",Manly,2095,High,Married,0.0,0.0,0.0,1.0,1.0,0.0,0.0,None,0.0,Bedrooms,1.0,5.0,1.0,1.0,0.0,90.0,0.0,0.0,12.040133779264215
286,Emily Nguyen,williamsjudy@example.net,+1-871-319-7078,32,Female,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,High,Married,2.0,1.0,2.0,3.0,3.0,0.0,0.0,Luxury,1.0,Balcony,3.0,4.333333333333333,3.0,2.3333333333333335,40.0,206.66666666666666,0.0,5.0,33.667781493868446
287,Martin Roberts,smithchristopher@example.org,643.741.3826,46,Female,"Sydney, Chatswood, 2067",Chatswood,2067,High,Married,0.0,0.0,0.0,2.0,2.0,1.0,1.0,None,0.0,"Garage, Bathrooms, Bedrooms",4.0,2.0,4.0,3.0,0.0,185.0,25.0,0.0,28.093645484949832
288,Jamie Guerrero,friley@example.net,001-862-789-7461x09841,37,Male,"Sydney, Newtown, 2042",Newtown,2042,Medium,With Kids,8.0,5.0,4.0,0.0,0.0,0.0,0.0,Luxury,2.0,None,,,,,150.0,,0.0,10.0,
289,Mark Anderson,regina11@example.org,915-913-3462x730,26,Female,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,Low,Single,11.0,10.0,4.0,1.0,1.0,0.0,0.0,Affordable,3.0,"Bedrooms, Balcony, Price",1.0,5.0,2.0,5.0,230.0,155.0,0.0,15.0,53.51170568561873
290,Cindy Austin,lgarcia@example.net,932-955-7436x173,51,Female,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,Medium,With Kids,0.0,0.0,0.0,0.0,0.0,1.0,1.0,None,0.0,None,,,,,0.0,,25.0,0.0,
291,Colleen Sheppard,brookskeith@example.net,598.484.3581x1662,51,Female,"Sydney, Manly, 2095",Manly,2095,Medium,Married,0.0,0.0,0.0,3.0,3.0,0.0,0.0,None,0.0,"Bathrooms, Kitchen, Price",3.6666666666666665,4.0,3.3333333333333335,1.6666666666666667,0.0,203.33333333333331,0.0,0.0,27.201783723522848
292,Michael Wilcox,xhoffman@example.net,(480)232-5138,24,Male,"Sydney, Parramatta, 2150",Parramatta,2150,Medium,With Kids,0.0,0.0,0.0,5.0,4.0,0.0,0.0,None,0.0,"Bathrooms, Neighborhood, Price",2.2,3.8,2.8,3.4,0.0,266.0,0.0,0.0,35.58528428093645
293,Melissa Johnson,douglasstone@example.com,001-682-338-8243x49494,32,Male,"Sydney, Newtown, 2042",Newtown,2042,Medium,With Kids,14.0,11.0,4.0,0.0,0.0,1.0,1.0,Affordable,3.0,None,,,,,270.0,,25.0,15.0,
294,Michael Wagner,qkemp@example.org,(699)444-1829,51,Male,"Sydney, Surry Hills, 2010",Surry Hills,2010,Medium,Single,6.0,4.0,4.0,1.0,1.0,0.0,0.0,Investment,3.0,"Bedrooms, Garage, Bathrooms",3.0,4.0,1.0,2.0,120.0,120.0,0.0,15.0,34.11371237458194
295,Caleb Anderson,wallsheila@example.com,951.272.8510x02641,25,Female,"Sydney, North Sydney, 2060",North Sydney,2060,Medium,Single,0.0,0.0,0.0,3.0,3.0,0.0,0.0,None,0.0,Bathrooms,3.6666666666666665,3.6666666666666665,1.0,4.0,0.0,225.0,0.0,0.0,30.100334448160538
296,Jennifer Flowers,jasminelittle@example.net,001-590-655-0828x6192,46,Male,"Sydney, Newtown, 2042",Newtown,2042,Medium,Single,20.0,17.0,4.0,4.0,4.0,0.0,0.0,Affordable,3.0,"Bathrooms, Neighborhood, Price",3.25,3.75,3.25,2.25,390.0,241.25,0.0,15.0,86.45484949832776
297,Andrea Dixon,msnyder@example.com,001-899-207-5063x42913,53,Male,"Sydney, Chatswood, 2067",Chatswood,2067,Low,Single,9.0,5.0,4.0,1.0,1.0,1.0,1.0,Investment,2.0,Balcony,3.0,2.0,2.0,2.0,160.0,115.0,25.0,10.0,41.47157190635451
298,Julie Duran,joanna52@example.net,9846825195,50,Female,"Sydney, Parramatta, 2150",Parramatta,2150,High,Married,0.0,0.0,0.0,2.0,2.0,0.0,0.0,None,0.0,Bedrooms,1.5,2.0,3.5,4.0,0.0,172.5,0.0,0.0,23.076923076923077
299,Stacy Aguirre,susanhancock@example.com,827-860-0018x60621,35,Female,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,High,With Kids,9.0,5.0,4.0,2.0,2.0,0.0,0.0,Luxury,2.0,"Bedrooms, Balcony, Garage",1.5,3.0,2.5,3.0,160.0,157.5,0.0,10.0,43.812709030100336
300,Donald Schmidt,brownscott@example.com,001-853-246-1659x82302,26,Male,"Sydney, Paddington, 2021",Paddington,2021,Low,Married,29.0,22.0,4.0,2.0,2.0,0.0,0.0,Affordable,3.0,"Balcony, Living Space, Bathrooms",2.5,2.5,2.5,3.5,530.0,172.5,0.0,15.0,95.9866220735786
301,Jacob Snyder,bushtroy@example.org,+1-273-629-9928,47,Female,"Sydney, Surry Hills, 2010",Surry Hills,2010,Low,Single,2.0,2.0,1.0,3.0,3.0,1.0,1.0,Investment,2.0,"Balcony, Garage, Neighborhood",3.6666666666666665,2.6666666666666665,3.0,2.6666666666666665,45.0,210.0,25.0,10.0,38.79598662207358
302,Fernando Smith,zmcneil@example.com,(315)200-8214,25,Female,"Sydney, Paddington, 2021",Paddington,2021,High,Married,0.0,0.0,0.0,3.0,3.0,1.0,1.0,None,0.0,Bedrooms,3.0,2.0,2.3333333333333335,3.3333333333333335,0.0,206.66666666666666,25.0,0.0,30.992196209587515
303,Jeffrey Knight,katherine07@example.net,566.836.4489x46116,30,Female,"Sydney, Chatswood, 2067",Chatswood,2067,Low,With Kids,12.0,6.0,4.0,3.0,3.0,0.0,0.0,Investment,3.0,"Bathrooms, Balcony",3.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,200.0,218.33333333333331,0.0,15.0,57.971014492753625
304,James Cooper,vhughes@example.com,(204)747-5379x47587,42,Male,"Sydney, Bondi Beach, 2026",Bondi Beach,2026,Medium,Married,0.0,0.0,0.0,3.0,3.0,0.0,0.0,None,0.0,"Balcony, Living Space",3.0,4.333333333333333,4.333333333333333,2.6666666666666665,0.0,218.33333333333331,0.0,0.0,29.208472686733554
305,Melvin Gay,susandelacruz@example.com,(833)821-1540x5812,60,Male,"Sydney, Manly, 2095",Manly,2095,High,With Kids,0.0,0.0,0.0,2.0,2.0,1.0,1.0,None,0.0,Garage,3.0,2.5,3.5,2.0,0.0,160.0,25.0,0.0,24.74916387959866
306,Sonya Blankenship,shepherdamy@example.net,520-489-5260,58,Male,"Sydney, Bondi Beach, 2026",Bondi Beach,2026,Low,Single,4.0,2.0,3.0,1.0,1.0,0.0,0.0,Investment,2.0,"Bathrooms, Garage, Kitchen",1.0,1.0,4.0,4.0,75.0,130.0,0.0,10.0,28.762541806020064
307,Karen Mahoney,alexandra10@example.org,697-664-0115x188,44,Female,"Sydney, North Sydney, 2060",North Sydney,2060,High,With Kids,8.0,7.0,4.0,3.0,3.0,0.0,0.0,Affordable,3.0,Kitchen,2.0,1.6666666666666667,4.666666666666667,3.6666666666666665,170.0,211.66666666666669,0.0,15.0,53.06577480490524
308,Julie Moore,lbyrd@example.net,645.404.0891x883,32,Female,"Sydney, North Sydney, 2060",North Sydney,2060,High,With Kids,13.0,10.0,4.0,2.0,2.0,0.0,0.0,Investment,3.0,Bedrooms,5.0,2.0,2.0,3.0,250.0,185.0,0.0,15.0,60.200668896321076
309,Antonio Medina,yjohnson@example.net,(297)203-6139,48,Female,"Sydney, North Sydney, 2060",North Sydney,2060,Medium,Single,9.0,8.0,4.0,1.0,1.0,1.0,1.0,Luxury,3.0,Price,5.0,2.0,2.0,1.0,190.0,120.0,25.0,15.0,46.82274247491639
310,Jason Nguyen,monica63@example.org,001-624-817-4159x1934,50,Female,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,Medium,With Kids,10.0,7.0,4.0,1.0,1.0,0.0,0.0,Investment,3.0,"Living Space, Kitchen, Bedrooms",2.0,1.0,3.0,3.0,190.0,120.0,0.0,15.0,43.47826086956522
311,Scott White,jamesjeffrey@example.net,+1-653-557-6861x204,25,Female,"Sydney, Manly, 2095",Manly,2095,High,With Kids,9.0,7.0,4.0,1.0,1.0,1.0,1.0,Investment,2.0,"Balcony, Bedrooms",2.0,5.0,1.0,1.0,180.0,100.0,25.0,10.0,42.14046822742475
312,Bryan Montgomery,anielsen@example.com,4435054026,30,Female,"Sydney, Paddington, 2021",Paddington,2021,High,With Kids,1.0,0.0,1.0,2.0,2.0,1.0,1.0,None,0.0,"Garage, Bathrooms, Price",2.5,2.0,3.0,4.0,15.0,180.0,25.0,0.0,29.431438127090303
313,Barbara Lloyd,klozano@example.net,784-562-2964x87880,35,Female,"Sydney, Surry Hills, 2010",Surry Hills,2010,Low,Married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,,,,,0.0,,0.0,0.0,
314,Rodney Fuller,bmiller@example.org,277.772.7639x1055,45,Male,"Sydney, Bondi Beach, 2026",Bondi Beach,2026,High,Married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,,,,,0.0,,0.0,0.0,
315,Kaitlyn Morse,amyturner@example.org,+1-699-871-9653x88989,45,Female,"Sydney, Chatswood, 2067",Chatswood,2067,High,With Kids,5.0,4.0,4.0,3.0,3.0,0.0,0.0,Luxury,3.0,"Living Space, Bedrooms, Price",2.6666666666666665,4.333333333333333,5.0,4.0,110.0,238.33333333333331,0.0,15.0,48.60646599777034
316,Richard Callahan,timothymitchell@example.net,794.640.3870x725,57,Female,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,High,With Kids,5.0,5.0,2.0,1.0,1.0,1.0,1.0,Affordable,2.0,"Balcony, Bedrooms, Bathrooms",5.0,1.0,2.0,1.0,110.0,115.0,25.0,10.0,34.78260869565217
317,Abigail Thompson,lisa30@example.net,703-317-3667x41253,51,Female,"Sydney, Chatswood, 2067",Chatswood,2067,Low,Married,6.0,4.0,3.0,1.0,1.0,0.0,0.0,Luxury,3.0,Bedrooms,2.0,2.0,1.0,5.0,115.0,145.0,0.0,15.0,36.78929765886287
318,Stephen Scott,eballard@example.com,978-848-1160,23,Female,"Sydney, Manly, 2095",Manly,2095,High,Single,13.0,9.0,4.0,2.0,2.0,0.0,0.0,Luxury,3.0,"Balcony, Living Space, Kitchen",4.0,5.0,4.0,4.5,240.0,222.5,0.0,15.0,63.87959866220736
319,Donna Mitchell,robinjohnson@example.org,+1-312-532-8759x92747,26,Male,"Sydney, Paddington, 2021",Paddington,2021,High,Married,0.0,0.0,0.0,3.0,3.0,0.0,0.0,None,0.0,Garage,2.0,3.6666666666666665,3.3333333333333335,3.0,0.0,205.0,0.0,0.0,27.424749163879596
320,Elaine Mills,david53@example.com,9752242746,42,Female,"Sydney, Parramatta, 2150",Parramatta,2150,Medium,Married,0.0,0.0,0.0,2.0,2.0,1.0,1.0,None,0.0,"Garage, Neighborhood",4.0,2.5,2.0,3.0,0.0,177.5,25.0,0.0,27.09030100334448
321,Alexandra Garcia,qmoore@example.com,4817422023,25,Female,"Sydney, Paddington, 2021",Paddington,2021,Low,With Kids,0.0,0.0,0.0,2.0,2.0,0.0,0.0,None,0.0,"Garage, Bedrooms",2.0,5.0,1.5,1.5,0.0,145.0,0.0,0.0,19.39799331103679
322,Kelly Fischer,jamesheather@example.com,354.865.8130x9378,29,Female,"Sydney, Paddington, 2021",Paddington,2021,Low,Single,1.0,1.0,1.0,5.0,5.0,0.0,0.0,Investment,1.0,Balcony,3.6,4.2,3.2,3.0,25.0,293.0,0.0,5.0,43.21070234113712
323,Jeremy Owens,olsonnicole@example.com,(802)996-0158x88404,45,Male,"Sydney, Newtown, 2042",Newtown,2042,Low,Single,15.0,12.0,4.0,1.0,1.0,0.0,0.0,Affordable,3.0,"Price, Bathrooms",5.0,4.0,3.0,2.0,290.0,150.0,0.0,15.0,60.86956521739131
324,Paul Rhodes,deborahlee@example.org,679.545.3331x429,37,Female,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,Medium,Single,9.0,7.0,4.0,2.0,2.0,1.0,1.0,Affordable,3.0,"Kitchen, Balcony, Neighborhood",4.0,2.5,3.0,4.0,180.0,197.5,25.0,15.0,55.852842809364546
325,Amber Young,john66@example.net,433-256-7798,59,Female,"Sydney, Manly, 2095",Manly,2095,Low,Single,3.0,2.0,3.0,5.0,5.0,1.0,1.0,Investment,2.0,"Balcony, Bedrooms, Price",2.2,3.6,3.8,2.8,65.0,276.0,25.0,10.0,50.30100334448161
326,Oscar Hancock,cartersabrina@example.org,779-824-9739,51,Female,"Sydney, Newtown, 2042",Newtown,2042,Low,Married,8.0,6.0,4.0,2.0,2.0,0.0,0.0,Luxury,3.0,"Bathrooms, Price, Living Space",3.0,3.5,1.0,2.0,160.0,152.5,0.0,15.0,43.812709030100336
327,Michael Wilson,andrearivera@example.net,001-978-204-5569x060,23,Male,"Sydney, Chatswood, 2067",Chatswood,2067,Medium,Single,10.0,9.0,3.0,2.0,2.0,0.0,0.0,Luxury,3.0,Balcony,2.0,1.5,3.5,3.5,205.0,167.5,0.0,15.0,51.83946488294314
328,Kimberly Martinez DDS,nyork@example.org,2258211450,48,Female,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,High,Single,4.0,3.0,3.0,1.0,1.0,0.0,0.0,Investment,2.0,Price,3.0,2.0,2.0,2.0,85.0,115.0,0.0,10.0,28.093645484949832
329,Samantha Jones,ryan94@example.net,+1-713-336-1396x8523,22,Female,"Sydney, Bondi Beach, 2026",Bondi Beach,2026,High,Married,5.0,3.0,4.0,1.0,1.0,1.0,1.0,Affordable,2.0,"Price, Garage, Balcony",1.0,3.0,1.0,4.0,100.0,125.0,25.0,10.0,34.78260869565217
330,Donald Lucero,jacksonpaul@example.net,7518300141,34,Male,"Sydney, Parramatta, 2150",Parramatta,2150,High,Single,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Luxury,1.0,"Balcony, Garage, Bedrooms",1.0,5.0,2.0,3.0,25.0,125.0,0.0,5.0,20.735785953177256
331,Cole Cooper,robertsmichael@example.net,629-944-6986x7606,27,Female,"Sydney, North Sydney, 2060",North Sydney,2060,Medium,With Kids,13.0,8.0,4.0,4.0,4.0,0.0,0.0,Investment,2.0,Balcony,2.75,2.5,4.25,3.0,230.0,246.25,0.0,10.0,65.05016722408027
332,Michael Lopez,johnbell@example.net,841.220.0922,49,Female,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,High,Single,0.0,0.0,0.0,2.0,2.0,1.0,1.0,None,0.0,Garage,3.5,3.0,2.0,3.5,0.0,182.5,25.0,0.0,27.759197324414714
333,Justin Parker,leediane@example.com,783-833-6857,32,Female,"Sydney, Newtown, 2042",Newtown,2042,Medium,With Kids,6.0,3.0,3.0,2.0,2.0,1.0,1.0,Luxury,2.0,Bathrooms,2.5,2.0,3.0,4.0,105.0,180.0,25.0,10.0,42.80936454849498
334,Krista Hernandez,gary68@example.com,300-235-9875,33,Male,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,Low,Married,12.0,8.0,3.0,0.0,0.0,1.0,1.0,Affordable,3.0,None,,,,,215.0,,25.0,15.0,
335,Brian Harris,swilliams@example.com,(329)865-8361,40,Male,"Sydney, Parramatta, 2150",Parramatta,2150,High,With Kids,0.0,0.0,0.0,4.0,4.0,1.0,1.0,None,0.0,"Balcony, Bedrooms, Garage",3.5,2.0,3.5,4.0,0.0,262.5,25.0,0.0,38.46153846153847
336,Thomas Lang,hernandezmichelle@example.com,+1-358-735-6999x86630,52,Female,"Sydney, Parramatta, 2150",Parramatta,2150,Medium,Single,5.0,3.0,3.0,6.0,6.0,0.0,0.0,Investment,2.0,"Bathrooms, Balcony",4.0,3.6666666666666665,3.5,2.6666666666666665,95.0,325.8333333333333,0.0,10.0,57.63656633221851
337,Robert Shaw,donaldhumphrey@example.org,001-588-351-3032x00259,57,Female,"Sydney, Parramatta, 2150",Parramatta,2150,High,Single,0.0,0.0,0.0,1.0,1.0,0.0,0.0,None,0.0,Price,5.0,2.0,3.0,5.0,0.0,185.0,0.0,0.0,24.74916387959866
338,Summer Castro,jjohnson@example.org,(611)958-5947x8097,45,Female,"Sydney, Newtown, 2042",Newtown,2042,Low,Married,10.0,7.0,3.0,1.0,1.0,0.0,0.0,Affordable,3.0,"Bathrooms, Balcony, Garage",4.0,1.0,4.0,4.0,185.0,160.0,0.0,15.0,48.16053511705686
339,Laura Kane,jacobchandler@example.com,496.844.9189x38137,35,Male,"Sydney, Surry Hills, 2010",Surry Hills,2010,High,Single,3.0,3.0,2.0,2.0,2.0,0.0,0.0,Luxury,2.0,"Bedrooms, Living Space",2.5,3.0,3.0,5.0,70.0,200.0,0.0,10.0,37.45819397993311
340,Justin Adkins,wendygarcia@example.org,001-282-403-3573x02758,29,Male,"Sydney, Paddington, 2021",Paddington,2021,Medium,Married,9.0,7.0,4.0,1.0,1.0,0.0,0.0,Luxury,3.0,"Kitchen, Balcony, Bathrooms",3.0,2.0,5.0,4.0,180.0,160.0,0.0,15.0,47.491638795986624
341,Kimberly Williams,mdecker@example.org,801.946.7264x80406,30,Female,"Sydney, Paddington, 2021",Paddington,2021,Low,Married,9.0,8.0,3.0,3.0,3.0,0.0,0.0,Luxury,3.0,Balcony,4.0,2.6666666666666665,3.3333333333333335,3.6666666666666665,185.0,230.0,0.0,15.0,57.52508361204013
342,Tiffany West,usilva@example.net,001-366-220-7090x2570,22,Female,"Sydney, Chatswood, 2067",Chatswood,2067,Low,With Kids,6.0,6.0,3.0,3.0,3.0,0.0,0.0,Luxury,3.0,"Balcony, Living Space, Bedrooms",3.6666666666666665,2.6666666666666665,2.6666666666666665,3.6666666666666665,135.0,223.33333333333334,0.0,15.0,49.94425863991082
343,Robert Thomas,amanda27@example.net,248.388.0248x39883,58,Male,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,High,With Kids,8.0,7.0,4.0,2.0,2.0,0.0,0.0,Investment,3.0,"Balcony, Bathrooms, Kitchen",3.5,2.0,2.5,3.5,170.0,180.0,0.0,15.0,48.82943143812709
344,Kathryn Torres,taylorteresa@example.net,001-791-675-9945,28,Female,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,Low,Single,3.0,1.0,2.0,1.0,1.0,0.0,0.0,Luxury,1.0,"Garage, Neighborhood, Bedrooms",4.0,5.0,3.0,4.0,50.0,175.0,0.0,5.0,30.76923076923077
345,Ann Jones,dwebb@example.com,001-605-683-7104x33558,49,Male,"Sydney, Paddington, 2021",Paddington,2021,High,Single,0.0,0.0,0.0,2.0,2.0,0.0,0.0,None,0.0,"Living Space, Price",2.0,3.0,2.5,4.0,0.0,177.5,0.0,0.0,23.745819397993312
346,Michael May,alison63@example.net,001-860-855-2727x08836,44,Male,"Sydney, Surry Hills, 2010",Surry Hills,2010,High,Single,0.0,0.0,0.0,3.0,3.0,0.0,0.0,None,0.0,"Balcony, Price",3.3333333333333335,2.3333333333333335,3.3333333333333335,4.0,0.0,226.66666666666666,0.0,0.0,30.32329988851728
347,George Carroll,orozcocandice@example.com,(210)341-5253,57,Female,"Sydney, Manly, 2095",Manly,2095,Medium,Single,0.0,0.0,0.0,2.0,2.0,1.0,1.0,None,0.0,"Garage, Bedrooms, Price",1.5,4.5,2.5,3.5,0.0,172.5,25.0,0.0,26.421404682274247
348,William Mcguire,rachelcole@example.net,(321)291-8140x297,39,Male,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,Low,Single,0.0,0.0,0.0,0.0,0.0,1.0,1.0,None,0.0,None,,,,,0.0,,25.0,0.0,
349,Amanda Chavez,margaretweaver@example.com,215-344-8948,49,Male,"Sydney, Newtown, 2042",Newtown,2042,Medium,With Kids,0.0,0.0,0.0,3.0,3.0,0.0,0.0,None,0.0,"Balcony, Bathrooms, Price",2.0,3.0,3.0,3.0,0.0,200.0,0.0,0.0,26.755852842809364
350,George Thompson,lisagrant@example.com,727-881-1931x6621,41,Male,"Sydney, Chatswood, 2067",Chatswood,2067,Low,Single,23.0,15.0,4.0,1.0,1.0,1.0,1.0,Investment,3.0,"Bathrooms, Living Space",5.0,4.0,3.0,2.0,400.0,150.0,25.0,15.0,78.92976588628763
351,Molly Hunt,matthew72@example.net,001-386-580-8484x96452,48,Male,"Sydney, Chatswood, 2067",Chatswood,2067,Low,With Kids,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Luxury,1.0,None,,,,,25.0,,0.0,5.0,
352,Sara Flores,chambersjeremy@example.com,385-950-1569,29,Female,"Sydney, Bondi Beach, 2026",Bondi Beach,2026,Low,Married,9.0,9.0,3.0,5.0,5.0,1.0,1.0,Luxury,3.0,Garage,2.6,3.8,3.0,2.8,195.0,277.0,25.0,15.0,68.49498327759197
353,Emma Johnson,jharris@example.com,751-436-5010x6506,27,Female,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,High,Single,3.0,3.0,3.0,2.0,2.0,0.0,0.0,Luxury,2.0,Bedrooms,3.5,2.5,1.5,3.0,75.0,170.0,0.0,10.0,34.11371237458194
354,Tabitha Green,rowejocelyn@example.org,(966)370-8429x617,56,Male,"Sydney, Manly, 2095",Manly,2095,High,Single,2.0,1.0,2.0,2.0,2.0,0.0,0.0,Investment,1.0,Bathrooms,3.0,2.0,2.0,4.0,40.0,180.0,0.0,5.0,30.100334448160538
355,Stephanie Chambers,collinsgerald@example.net,806-262-8863,59,Male,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,Low,With Kids,1.0,0.0,1.0,1.0,1.0,0.0,0.0,None,0.0,"Price, Living Space, Garage",1.0,4.0,4.0,4.0,15.0,145.0,0.0,0.0,21.40468227424749
356,Anthony Wilson,zsmith@example.net,956.665.7964,50,Female,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,Low,Single,0.0,0.0,0.0,3.0,3.0,1.0,1.0,None,0.0,Bathrooms,3.3333333333333335,1.6666666666666667,2.0,2.3333333333333335,0.0,191.66666666666669,25.0,0.0,28.985507246376812
357,Tristan Humphrey,richard51@example.com,449-597-8620,27,Female,"Sydney, Manly, 2095",Manly,2095,Medium,Single,0.0,0.0,0.0,2.0,2.0,0.0,0.0,None,0.0,Balcony,5.0,2.5,2.5,3.0,0.0,190.0,0.0,0.0,25.418060200668897
